refund_id,order_id,refund_amount,refund_date,refund_reason
1224,20503,1087.53,2024-04-24,Payment Issue
1225,9094,1101.59,2024-03-12,Delay
1226,16326,1314.45,2024-03-03,Payment Issue
1227,3474,2460.12,2024-02-21,Quality Issue
1228,7998,1229.82,2024-01-27,Quality Issue
1229,12148,400.85,2024-03-17,Payment Issue
1230,5355,2224.39,2024-06-04,Quality Issue
1231,6603,1034.12,2024-02-14,Quality Issue
1232,10909,1453.16,2024-02-03,Delay
1233,13244,240.74,2024-05-22,Quality Issue
1234,22969,1140.68,2024-04-07,Payment Issue
1235,13197,2149.73,2024-02-18,Quality Issue
1236,7072,429.85,2024-05-09,Delay
1237,12679,2433.15,2024-04-10,Quality Issue
1238,3691,1907.96,2024-05-31,Quality Issue
1239,22887,565.76,2024-05-15,Quality Issue
1240,18247,2119.43,2024-01-07,Delay
1241,24195,1010.63,2024-01-27,Delay
1242,21011,716.81,2024-01-04,Quality Issue
1243,17822,1024.26,2024-01-09,Delay
1244,10736,2099.34,2024-06-30,Quality Issue
1245,21102,951.63,2024-02-13,Quality Issue
1246,7224,1849.1,2024-06-18,Payment Issue
1247,7169,938.92,2024-01-11,Quality Issue
1248,14005,647.97,2024-04-01,Quality Issue
1249,20656,1411.5,2024-03-25,Payment Issue
1250,15844,1901.0,2024-01-11,Quality Issue
1251,14583,1239.65,2024-01-22,Payment Issue
1252,10456,1146.22,2024-05-11,Delay
1253,10350,1967.25,2024-03-19,Delay
1254,21159,2476.64,2024-02-05,Payment Issue
1255,12287,1097.38,2024-02-28,Delay
1256,17095,217.76,2024-03-01,Quality Issue
1257,3212,1096.16,2024-03-14,Delay
1258,20992,1099.01,2024-04-28,Payment Issue
1259,21561,1728.2,2024-06-11,Payment Issue
1260,971,1204.35,2024-02-14,Quality Issue
1261,2436,1636.13,2024-02-11,Quality Issue
1262,13539,1319.99,2024-01-22,Payment Issue
1263,12959,2006.74,2024-06-25,Delay
1264,9535,1936.23,2024-04-04,Quality Issue
1265,2267,2450.46,2024-03-13,Delay
1266,12112,1804.67,2024-06-18,Delay
1267,13203,210.18,2024-04-25,Delay
1268,22054,1984.54,2024-01-27,Payment Issue
1269,10735,1948.72,2024-04-09,Payment Issue
1270,11794,296.45,2024-04-05,Quality Issue
1271,14536,2102.99,2024-02-13,Quality Issue
1272,1010,636.26,2024-05-08,Quality Issue
1273,17123,1674.2,2024-06-20,Quality Issue
1274,211,2271.7,2024-02-08,Quality Issue
1275,9645,1376.12,2024-03-27,Payment Issue
1276,5438,343.88,2024-06-16,Delay
1277,9223,698.26,2024-03-30,Quality Issue
1278,13084,1229.19,2024-04-24,Payment Issue
1279,13021,223.66,2024-02-13,Payment Issue
1280,19715,277.69,2024-03-15,Delay
1281,23130,1746.38,2024-02-17,Quality Issue
1282,20197,1176.21,2024-03-21,Payment Issue
1283,10295,1973.32,2024-02-15,Payment Issue
1284,17978,629.31,2024-02-18,Payment Issue
1285,23067,1151.33,2024-03-17,Quality Issue
1286,21763,225.44,2024-04-22,Quality Issue
1287,2167,438.07,2024-01-04,Delay
1288,9756,1390.13,2024-04-03,Quality Issue
1289,17437,216.92,2024-02-04,Delay
1290,3403,477.66,2024-05-31,Quality Issue
1291,12115,207.93,2024-03-12,Quality Issue
1292,650,2125.85,2024-04-26,Quality Issue
1293,11007,1856.47,2024-03-21,Delay
1294,218,556.0,2024-04-08,Quality Issue
1295,10409,1113.51,2024-02-18,Quality Issue
1296,4276,1759.2,2024-04-07,Quality Issue
1297,4141,513.37,2024-04-02,Payment Issue
1298,5622,270.8,2024-04-06,Delay
1299,19893,1413.46,2024-06-27,Payment Issue
1300,14071,546.24,2024-05-16,Payment Issue
1301,4421,602.08,2024-06-27,Payment Issue
1302,7851,936.04,2024-04-08,Delay
1303,11468,1330.4,2024-04-17,Payment Issue
1304,18649,2339.3,2024-01-03,Payment Issue
1305,10561,485.58,2024-05-22,Quality Issue
1306,16362,1453.43,2024-04-17,Payment Issue
1307,10354,1845.05,2024-03-14,Quality Issue
1308,21041,883.13,2024-02-14,Delay
1309,18583,1730.15,2024-04-17,Delay
1310,19887,1737.48,2024-02-12,Payment Issue
1311,13338,436.67,2024-03-02,Delay
1312,2450,506.03,2024-05-24,Payment Issue
1313,16455,1605.4,2024-04-09,Payment Issue
1314,16704,501.9,2024-05-18,Quality Issue
1315,21904,2092.28,2024-01-21,Payment Issue
1316,12984,1494.84,2024-01-21,Quality Issue
1317,12841,1839.87,2024-06-05,Delay
1318,7933,1336.67,2024-02-21,Quality Issue
1319,22589,932.64,2024-03-04,Delay
1320,12625,2362.61,2024-03-27,Delay
1321,2767,2178.27,2024-04-22,Delay
1322,22644,1240.15,2024-01-22,Delay
1323,9352,225.43,2024-06-13,Delay
1324,8478,1343.93,2024-05-30,Quality Issue
1325,7340,272.5,2024-06-11,Quality Issue
1326,16041,603.24,2024-02-13,Payment Issue
1327,17596,379.65,2024-05-21,Delay
1328,18468,764.85,2024-05-02,Payment Issue
1329,22541,1048.14,2024-04-26,Quality Issue
1330,15045,1960.32,2024-04-22,Quality Issue
1331,9974,2492.34,2024-04-21,Quality Issue
1332,20122,1800.94,2024-06-06,Delay
1333,2300,2048.32,2024-01-30,Payment Issue
1334,24160,1634.72,2024-01-11,Payment Issue
1335,11001,938.13,2024-02-06,Delay
1336,10160,224.34,2024-03-03,Quality Issue
1337,5815,630.45,2024-04-16,Delay
1338,9273,2436.76,2024-02-11,Delay
1339,19347,2258.01,2024-02-04,Delay
1340,18805,1828.78,2024-04-17,Quality Issue
1341,13813,245.8,2024-05-29,Payment Issue
1342,135,1376.59,2024-03-12,Quality Issue
1343,8643,1954.02,2024-04-23,Payment Issue
1344,8619,1198.67,2024-01-27,Payment Issue
1345,11118,1008.32,2024-01-11,Quality Issue
1346,2728,852.69,2024-03-08,Delay
1347,8035,1686.33,2024-02-14,Payment Issue
1348,19085,762.64,2024-01-23,Quality Issue
1349,2642,1948.8,2024-05-21,Delay
1350,20483,2392.25,2024-05-13,Quality Issue
1351,10334,2010.41,2024-04-11,Delay
1352,16465,1703.72,2024-01-20,Delay
1353,22229,443.81,2024-04-25,Quality Issue
1354,10095,1964.29,2024-05-23,Payment Issue
1355,14254,687.87,2024-06-12,Delay
1356,17615,1526.0,2024-01-21,Quality Issue
1357,20518,610.77,2024-04-08,Delay
1358,6872,2097.65,2024-01-30,Quality Issue
1359,16660,1226.8,2024-06-28,Payment Issue
1360,7572,496.72,2024-03-04,Delay
1361,2502,2204.48,2024-06-15,Quality Issue
1362,147,907.3,2024-01-04,Quality Issue
1363,5512,1190.94,2024-01-14,Quality Issue
1364,13486,1442.26,2024-03-30,Payment Issue
1365,20550,399.44,2024-03-11,Delay
1366,24530,563.19,2024-05-06,Delay
1367,13352,2119.64,2024-02-24,Quality Issue
1368,8133,2101.6,2024-04-20,Payment Issue
1369,2798,1125.28,2024-03-03,Payment Issue
1370,17493,914.62,2024-03-22,Delay
1371,12685,1329.45,2024-06-10,Delay
1372,5325,869.97,2024-06-28,Delay
1373,20597,688.24,2024-01-12,Payment Issue
1374,3382,2156.46,2024-01-04,Delay
1375,4259,2267.14,2024-04-26,Quality Issue
1376,10607,1120.06,2024-03-31,Delay
1377,820,846.63,2024-05-13,Quality Issue
1378,23166,316.99,2024-03-25,Quality Issue
1379,19374,2113.47,2024-04-09,Delay
1380,17197,289.43,2024-03-20,Payment Issue
1381,15876,370.15,2024-06-29,Payment Issue
1382,8611,234.1,2024-03-10,Delay
1383,14205,856.19,2024-02-06,Payment Issue
1384,6965,821.83,2024-05-12,Quality Issue
1385,12573,1635.65,2024-06-11,Delay
1386,13731,1420.28,2024-06-29,Quality Issue
1387,9562,860.87,2024-03-06,Delay
1388,1064,229.45,2024-03-03,Quality Issue
1389,18862,2438.66,2024-04-13,Quality Issue
1390,8590,815.1,2024-04-22,Payment Issue
1391,92,1533.99,2024-04-16,Delay
1392,12786,896.42,2024-01-08,Quality Issue
1393,944,2309.16,2024-06-22,Payment Issue
1394,4102,344.41,2024-03-02,Quality Issue
1395,20732,1368.45,2024-01-03,Quality Issue
1396,24471,1785.66,2024-05-31,Quality Issue
1397,7450,2465.17,2024-01-05,Quality Issue
1398,16804,2221.78,2024-06-14,Delay
1399,15356,2013.09,2024-01-17,Payment Issue
1400,448,1377.03,2024-01-23,Quality Issue
1401,5406,2457.56,2024-02-16,Quality Issue
1402,7800,1113.04,2024-04-08,Delay
1403,5447,704.44,2024-05-28,Payment Issue
1404,3071,998.73,2024-01-25,Payment Issue
1405,5219,2074.89,2024-06-16,Delay
1406,21357,913.51,2024-03-24,Delay
1407,9672,1043.13,2024-05-15,Payment Issue
1408,16866,676.28,2024-04-21,Payment Issue
1409,10958,1931.34,2024-06-08,Quality Issue
1410,9133,874.07,2024-05-18,Quality Issue
1411,1823,1942.62,2024-06-04,Delay
1412,8863,1503.16,2024-04-10,Delay
1413,24955,1293.26,2024-06-30,Quality Issue
1414,11823,1275.98,2024-07-01,Delay
1415,16063,2079.89,2024-05-23,Delay
1416,9357,371.18,2024-04-27,Delay
1417,9750,1057.02,2024-05-11,Quality Issue
1418,10270,1689.43,2024-05-07,Payment Issue
1419,8333,317.71,2024-02-29,Quality Issue
1420,749,1073.27,2024-03-13,Delay
1421,10891,1284.44,2024-06-18,Quality Issue
1422,1969,2170.77,2024-05-14,Quality Issue
1423,21541,1327.76,2024-06-23,Quality Issue
1424,11431,1244.66,2024-05-04,Quality Issue
1425,3211,1142.65,2024-01-13,Delay
1426,23037,2296.7,2024-04-17,Quality Issue
1427,12960,2086.23,2024-01-26,Quality Issue
1428,10884,778.46,2024-05-26,Payment Issue
1429,5533,1359.22,2024-06-05,Payment Issue
1430,1494,384.13,2024-02-14,Delay
1431,17878,331.33,2024-04-06,Delay
1432,21160,975.58,2024-02-27,Quality Issue
1433,120,641.68,2024-04-08,Payment Issue
1434,21277,1708.63,2024-05-31,Delay
1435,16404,2320.66,2024-04-11,Payment Issue
1436,6353,1548.94,2024-04-16,Payment Issue
1437,168,1182.98,2024-05-15,Delay
1438,14230,307.53,2024-05-01,Payment Issue
1439,8779,2080.22,2024-03-07,Quality Issue
1440,13647,1268.97,2024-05-11,Payment Issue
1441,6207,505.09,2024-01-13,Delay
1442,6012,413.93,2024-06-04,Delay
1443,7179,463.1,2024-04-15,Payment Issue
1444,17995,520.36,2024-03-27,Quality Issue
1445,12778,1423.13,2024-01-07,Payment Issue
1446,24181,1628.7,2024-02-01,Delay
1447,20484,2163.63,2024-07-02,Quality Issue
1448,24474,1958.5,2024-06-08,Delay
1449,5999,364.11,2024-05-03,Payment Issue
1450,22673,2198.06,2024-03-10,Payment Issue
1451,248,1621.71,2024-01-27,Payment Issue
1452,21476,354.06,2024-02-26,Delay
1453,23612,1893.57,2024-05-11,Payment Issue
1454,21402,1725.73,2024-05-29,Payment Issue
1455,18329,2283.35,2024-06-20,Payment Issue
1456,7308,2377.58,2024-02-14,Payment Issue
1457,2745,745.69,2024-06-15,Payment Issue
1458,2865,1035.27,2024-03-11,Payment Issue
1459,9163,281.45,2024-01-04,Quality Issue
1460,16900,1388.74,2024-04-01,Delay
1461,13772,595.46,2024-02-26,Quality Issue
1462,15003,1283.32,2024-03-07,Payment Issue
1463,8020,1157.68,2024-05-09,Payment Issue
1464,21580,801.3,2024-04-10,Payment Issue
1465,7432,414.36,2024-03-15,Delay
1466,17688,1858.58,2024-06-21,Quality Issue
1467,10756,899.98,2024-01-20,Quality Issue
1468,24989,1582.73,2024-03-31,Quality Issue
1469,22595,615.51,2024-04-01,Delay
1470,15835,2496.37,2024-05-21,Quality Issue
1471,16783,1716.17,2024-04-10,Delay
1472,17168,1006.98,2024-05-15,Delay
1473,4814,1533.39,2024-03-04,Payment Issue
1474,2663,428.18,2024-04-01,Quality Issue
1475,4221,1314.03,2024-04-09,Delay
1476,3299,2379.04,2024-04-12,Quality Issue
1477,20052,979.44,2024-03-11,Payment Issue
1478,181,605.97,2024-06-03,Quality Issue
1479,11481,831.21,2024-04-05,Payment Issue
1480,776,2202.82,2024-05-08,Payment Issue
1481,3736,1760.52,2024-03-17,Quality Issue
1482,3182,1149.67,2024-05-27,Quality Issue
1483,11466,2323.14,2024-03-05,Quality Issue
1484,13385,603.0,2024-05-30,Payment Issue
1485,470,2122.96,2024-04-25,Quality Issue
1486,3878,1626.48,2024-05-21,Delay
1487,7487,1504.05,2024-06-12,Payment Issue
1488,11079,974.95,2024-02-01,Quality Issue
1489,24878,212.2,2024-04-26,Payment Issue
1490,15449,517.88,2024-03-17,Delay
1491,22089,2081.69,2024-01-09,Delay
1492,6449,420.62,2024-05-08,Delay
1493,16412,863.8,2024-01-19,Delay
1494,22020,1988.57,2024-04-29,Quality Issue
1495,17677,277.94,2024-02-02,Payment Issue
1496,3975,1851.6,2024-02-04,Delay
1497,1513,1887.41,2024-05-31,Quality Issue
1498,10710,1102.29,2024-03-22,Delay
1499,21333,1537.82,2024-02-01,Payment Issue
1500,7406,1500.21,2024-04-12,Payment Issue
1501,24458,878.28,2024-04-13,Payment Issue
1502,12779,295.08,2024-03-31,Delay
1503,24689,2221.15,2024-04-26,Quality Issue
1504,4045,634.3,2024-03-24,Payment Issue
1505,1193,1492.51,2024-03-30,Payment Issue
1506,23158,916.48,2024-06-14,Quality Issue
1507,9749,2014.77,2024-05-21,Delay
1508,14827,1318.48,2024-05-18,Delay
1509,12491,2391.93,2024-05-06,Quality Issue
1510,2763,1164.46,2024-02-16,Delay
1511,6881,1560.19,2024-04-20,Quality Issue
1512,8137,1635.28,2024-04-12,Delay
1513,14369,1654.08,2024-05-20,Delay
1514,4144,1935.21,2024-03-17,Quality Issue
1515,24796,743.27,2024-02-12,Quality Issue
1516,10139,1792.29,2024-03-18,Quality Issue
1517,11045,1198.76,2024-04-30,Quality Issue
1518,6553,1588.91,2024-01-22,Payment Issue
1519,23551,1311.13,2024-06-03,Quality Issue
1520,10022,540.34,2024-01-26,Quality Issue
1521,21073,2278.54,2024-03-03,Payment Issue
1522,12260,2133.11,2024-04-07,Delay
1523,17440,2203.65,2024-04-07,Delay
1524,20549,772.39,2024-05-11,Quality Issue
1525,3705,2171.16,2024-06-27,Payment Issue
1526,21939,764.29,2024-05-06,Quality Issue
1527,7761,556.45,2024-03-30,Payment Issue
1528,7959,305.46,2024-01-22,Payment Issue
1529,23598,601.62,2024-02-07,Payment Issue
1530,17712,1331.38,2024-05-03,Delay
1531,8117,2012.33,2024-01-11,Payment Issue
1532,4153,743.46,2024-06-10,Quality Issue
1533,8080,214.38,2024-02-09,Delay
1534,4038,2187.53,2024-05-31,Quality Issue
1535,18346,2323.2,2024-05-18,Quality Issue
1536,2938,1342.78,2024-01-23,Delay
1537,1298,939.42,2024-04-27,Delay
1538,15972,1123.41,2024-01-15,Payment Issue
1539,16071,2085.67,2024-03-19,Delay
1540,5509,2268.63,2024-02-02,Quality Issue
1541,14530,694.72,2024-04-20,Delay
1542,11765,2029.95,2024-03-25,Payment Issue
1543,636,581.99,2024-03-05,Payment Issue
1544,3487,866.24,2024-03-27,Payment Issue
1545,3015,1359.64,2024-01-30,Quality Issue
1546,23930,973.45,2024-04-14,Delay
1547,23888,2201.26,2024-01-26,Quality Issue
1548,17094,1356.54,2024-03-12,Delay
1549,13992,1560.88,2024-05-07,Payment Issue
1550,10546,244.4,2024-04-27,Delay
1551,19735,1551.92,2024-02-26,Quality Issue
1552,9166,1025.34,2024-06-05,Delay
1553,16433,1136.02,2024-05-26,Delay
1554,11161,485.66,2024-05-24,Quality Issue
1555,6530,1287.18,2024-04-20,Payment Issue
1556,5549,1644.63,2024-02-08,Delay
1557,9057,1837.52,2024-04-28,Payment Issue
1558,14677,1762.45,2024-01-25,Delay
1559,3996,1206.32,2024-02-11,Payment Issue
1560,5260,1590.61,2024-05-12,Quality Issue
1561,14620,1390.41,2024-02-29,Delay
1562,2062,1720.57,2024-02-12,Quality Issue
1563,9230,1024.26,2024-03-18,Delay
1564,2908,420.12,2024-05-19,Payment Issue
1565,14347,2129.62,2024-05-04,Quality Issue
1566,1046,1037.67,2024-03-12,Delay
1567,10038,1739.5,2024-03-09,Payment Issue
1568,11652,1123.67,2024-04-27,Quality Issue
1569,6401,1864.92,2024-01-26,Payment Issue
1570,16877,870.98,2024-06-09,Delay
1571,9060,447.26,2024-02-10,Delay
1572,14450,1529.78,2024-02-03,Payment Issue
1573,3875,1505.93,2024-02-06,Payment Issue
1574,11861,887.29,2024-04-29,Quality Issue
1575,22151,2401.97,2024-03-28,Quality Issue
1576,3740,2021.4,2024-05-08,Payment Issue
1577,30,2297.5,2024-06-21,Quality Issue
1578,18933,2402.34,2024-05-15,Delay
1579,8844,1684.38,2024-06-25,Payment Issue
1580,6815,526.5,2024-05-18,Quality Issue
1581,11258,1231.5,2024-03-20,Quality Issue
1582,15106,2447.74,2024-02-23,Payment Issue
1583,21746,915.41,2024-06-23,Payment Issue
1584,5450,793.21,2024-01-10,Delay
1585,17985,1977.9,2024-05-24,Quality Issue
1586,7126,712.78,2024-04-24,Delay
1587,7137,712.33,2024-02-04,Quality Issue
1588,9933,285.3,2024-03-22,Payment Issue
1589,3777,2420.67,2024-06-13,Payment Issue
1590,11148,2268.99,2024-01-16,Delay
1591,19472,2249.13,2024-04-24,Payment Issue
1592,3003,1357.06,2024-05-29,Quality Issue
1593,11290,812.38,2024-01-19,Quality Issue
1594,4878,617.53,2024-04-23,Delay
1595,961,1779.31,2024-04-25,Delay
1596,985,229.79,2024-05-18,Payment Issue
1597,2562,1993.06,2024-06-07,Delay
1598,15143,2016.71,2024-02-07,Delay
1599,12141,1571.08,2024-03-15,Quality Issue
1600,8320,2072.15,2024-03-11,Delay
1601,5360,2099.29,2024-04-25,Payment Issue
1602,18621,1402.39,2024-06-29,Delay
1603,16604,1732.37,2024-03-22,Payment Issue
1604,9615,2323.36,2024-04-21,Quality Issue
1605,4203,1487.48,2024-01-21,Delay
1606,8026,2018.91,2024-02-18,Payment Issue
1607,2727,1798.29,2024-06-27,Delay
1608,3297,704.54,2024-04-17,Delay
1609,11000,1742.98,2024-06-04,Quality Issue
1610,8477,2262.26,2024-01-25,Quality Issue
1611,342,2241.0,2024-01-09,Delay
1612,292,537.8,2024-04-29,Delay
1613,22995,2197.32,2024-01-02,Delay
1614,12284,2199.85,2024-03-30,Payment Issue
1615,1711,1800.51,2024-04-12,Quality Issue
1616,14920,1844.43,2024-04-29,Delay
1617,23979,882.1,2024-03-08,Payment Issue
1618,21404,2210.88,2024-03-27,Delay
1619,19705,2057.56,2024-05-11,Payment Issue
1620,1889,491.66,2024-05-13,Quality Issue
1621,12435,1139.8,2024-06-02,Payment Issue
1622,3399,2033.34,2024-05-24,Delay
1623,16298,1010.2,2024-03-30,Quality Issue
1624,17419,1106.36,2024-06-13,Delay
1625,14492,394.97,2024-04-27,Delay
1626,6426,2495.94,2024-05-24,Payment Issue
1627,24975,630.6,2024-02-09,Payment Issue
1628,4187,772.04,2024-04-05,Delay
1629,15580,2085.34,2024-04-07,Payment Issue
1630,24302,1308.92,2024-01-13,Delay
1631,10964,1857.39,2024-01-09,Payment Issue
1632,23858,1955.44,2024-02-18,Quality Issue
1633,8395,1376.24,2024-03-27,Payment Issue
1634,4439,455.13,2024-06-22,Quality Issue
1635,3663,1574.53,2024-06-30,Delay
1636,7428,532.52,2024-06-09,Delay
1637,6179,1894.1,2024-04-19,Delay
1638,9125,1850.69,2024-06-24,Quality Issue
1639,24064,1451.3,2024-01-10,Delay
1640,12461,1138.28,2024-04-12,Delay
1641,10706,1268.65,2024-01-12,Delay
1642,13708,386.16,2024-03-17,Delay
1643,12822,2418.52,2024-03-27,Payment Issue
1644,23942,2483.43,2024-05-02,Delay
1645,21612,588.64,2024-03-21,Payment Issue
1646,24085,817.05,2024-02-17,Payment Issue
1647,21987,1913.06,2024-04-27,Payment Issue
1648,24347,1647.16,2024-05-29,Quality Issue
1649,7950,366.06,2024-06-30,Quality Issue
1650,10646,2061.19,2024-03-29,Delay
1651,21002,913.18,2024-03-26,Quality Issue
1652,19873,2474.0,2024-05-27,Quality Issue
1653,18609,1526.98,2024-03-12,Payment Issue
1654,8958,2124.41,2024-02-04,Quality Issue
1655,11386,1359.21,2024-06-24,Payment Issue
1656,15438,1350.05,2024-05-18,Payment Issue
1657,16816,1312.98,2024-03-17,Payment Issue
1658,11306,686.4,2024-04-16,Quality Issue
1659,6134,2431.12,2024-01-18,Delay
1660,10005,1074.05,2024-06-12,Delay
1661,12376,2468.56,2024-01-21,Delay
1662,20105,1196.69,2024-04-16,Quality Issue
1663,7443,2017.25,2024-04-07,Payment Issue
1664,2172,822.07,2024-05-06,Quality Issue
1665,9145,393.25,2024-03-02,Delay
1666,23239,2487.81,2024-03-22,Delay
1667,15934,1216.16,2024-02-26,Quality Issue
1668,20223,1277.58,2024-06-27,Quality Issue
1669,4581,1741.06,2024-03-11,Payment Issue
1670,5344,1138.11,2024-02-26,Payment Issue
1671,15617,2150.91,2024-01-30,Quality Issue
1672,12843,1322.61,2024-04-21,Quality Issue
1673,21211,2129.27,2024-02-04,Payment Issue
1674,21230,2223.0,2024-06-30,Payment Issue
1675,16857,778.73,2024-06-15,Delay
1676,15080,1277.76,2024-03-11,Delay
1677,23913,2312.08,2024-02-16,Delay
1678,16089,2371.25,2024-06-10,Quality Issue
1679,12015,1495.99,2024-03-15,Payment Issue
1680,14102,1247.51,2024-04-23,Delay
1681,5261,1361.66,2024-06-20,Delay
1682,12640,2347.13,2024-06-20,Quality Issue
1683,19407,995.63,2024-04-27,Quality Issue
1684,17948,1582.62,2024-04-17,Delay
1685,10853,260.19,2024-03-05,Delay
1686,5842,2145.45,2024-02-22,Payment Issue
1687,5793,1163.5,2024-02-26,Payment Issue
1688,8122,970.96,2024-05-10,Delay
1689,19789,2410.09,2024-01-02,Quality Issue
1690,17455,1584.95,2024-01-26,Delay
1691,21335,2416.81,2024-01-17,Quality Issue
1692,1340,1282.07,2024-03-01,Payment Issue
1693,17255,2440.11,2024-06-21,Payment Issue
1694,21466,1854.93,2024-01-12,Payment Issue
1695,7496,851.59,2024-01-03,Quality Issue
1696,1515,723.64,2024-04-14,Delay
1697,19155,589.42,2024-04-30,Quality Issue
1698,5929,2396.68,2024-04-19,Payment Issue
1699,4983,2420.2,2024-03-15,Delay
1700,6358,1982.28,2024-01-22,Payment Issue
1701,140,2379.62,2024-03-14,Delay
1702,3779,506.57,2024-04-15,Quality Issue
1703,8224,1127.34,2024-06-10,Quality Issue
1704,8944,1240.82,2024-01-12,Delay
1705,20924,1656.0,2024-01-25,Payment Issue
1706,24500,2430.32,2024-05-29,Quality Issue
1707,1816,1916.42,2024-04-05,Payment Issue
1708,697,2135.18,2024-06-15,Delay
1709,2584,1999.96,2024-03-17,Payment Issue
1710,23881,1611.02,2024-03-22,Payment Issue
1711,22664,683.68,2024-05-18,Delay
1712,17602,2215.54,2024-01-03,Payment Issue
1713,23603,921.15,2024-01-25,Quality Issue
1714,10091,1293.33,2024-06-19,Quality Issue
1715,8605,1845.21,2024-02-14,Quality Issue
1716,368,2251.59,2024-05-20,Quality Issue
1717,9873,1750.63,2024-01-26,Quality Issue
1718,151,2054.2,2024-05-22,Delay
1719,3109,475.58,2024-04-16,Delay
1720,15110,1398.04,2024-04-23,Payment Issue
1721,6225,1392.76,2024-06-05,Payment Issue
1722,10460,1634.79,2024-05-18,Quality Issue
1723,2142,2256.15,2024-05-26,Payment Issue
1724,9762,1569.45,2024-04-17,Payment Issue
1725,3703,1800.37,2024-05-19,Delay
1726,16211,2253.41,2024-04-03,Quality Issue
1727,17998,1335.99,2024-06-12,Quality Issue
1728,17179,1462.52,2024-04-01,Payment Issue
1729,18,1484.5,2024-05-19,Payment Issue
1730,5352,995.67,2024-02-24,Delay
1731,9150,2090.96,2024-02-01,Payment Issue
1732,1600,1601.39,2024-02-07,Quality Issue
1733,20899,646.92,2024-02-16,Delay
1734,24386,654.4,2024-03-08,Delay
1735,11934,427.34,2024-06-27,Quality Issue
1736,3499,1558.96,2024-03-27,Delay
1737,3101,1070.75,2024-05-28,Delay
1738,14371,725.81,2024-01-05,Delay
1739,5215,2449.42,2024-02-28,Payment Issue
1740,15077,1970.63,2024-06-17,Delay
1741,19164,1742.56,2024-03-22,Payment Issue
1742,24406,1971.28,2024-03-13,Delay
1743,22511,1497.83,2024-03-12,Payment Issue
1744,13028,1397.34,2024-05-13,Payment Issue
1745,6150,339.61,2024-03-17,Delay
1746,8414,2334.39,2024-02-07,Delay
1747,13607,1848.38,2024-03-03,Quality Issue
1748,12241,2088.8,2024-05-27,Delay
1749,4784,367.38,2024-03-30,Payment Issue
1750,24444,1600.04,2024-06-01,Quality Issue
1751,15400,1501.8,2024-01-18,Payment Issue
1752,4171,690.84,2024-03-08,Delay
1753,12430,244.07,2024-06-26,Quality Issue
1754,15810,1282.26,2024-05-20,Quality Issue
1755,12485,1240.97,2024-06-08,Quality Issue
1756,14779,954.01,2024-01-17,Quality Issue
1757,17260,2434.61,2024-06-24,Delay
1758,23998,2037.15,2024-05-19,Quality Issue
1759,7885,1236.75,2024-03-16,Delay
1760,6518,1849.01,2024-06-26,Payment Issue
1761,3579,2302.08,2024-06-01,Quality Issue
1762,20843,2258.59,2024-02-06,Payment Issue
1763,1093,1814.61,2024-05-31,Payment Issue
1764,2035,1030.53,2024-02-13,Payment Issue
1765,3069,1709.99,2024-05-16,Quality Issue
1766,9694,348.64,2024-06-29,Delay
1767,4306,1401.85,2024-06-15,Quality Issue
1768,17492,1556.3,2024-03-24,Delay
1769,16309,2029.24,2024-04-03,Payment Issue
1770,20600,751.91,2024-01-06,Payment Issue
1771,15485,1367.61,2024-06-24,Delay
1772,6527,1085.93,2024-02-27,Payment Issue
1773,20965,2083.74,2024-02-08,Quality Issue
1774,19023,1243.04,2024-06-09,Delay
1775,2871,2102.16,2024-04-24,Payment Issue
1776,7862,2421.31,2024-03-18,Delay
1777,7048,1397.14,2024-04-08,Payment Issue
1778,22704,527.19,2024-04-01,Payment Issue
1779,3114,1135.52,2024-04-20,Quality Issue
1780,6347,1692.0,2024-02-27,Quality Issue
1781,2765,1446.14,2024-02-12,Quality Issue
1782,17395,2147.54,2024-05-23,Quality Issue
1783,7302,1249.52,2024-05-13,Quality Issue
1784,10360,2213.41,2024-04-14,Delay
1785,12305,533.61,2024-03-20,Quality Issue
1786,13868,591.95,2024-02-17,Delay
1787,24889,2426.77,2024-05-01,Payment Issue
1788,17228,1246.5,2024-01-12,Quality Issue
1789,9607,1537.65,2024-04-13,Payment Issue
1790,15250,1572.07,2024-04-01,Quality Issue
1791,20279,1309.26,2024-03-17,Quality Issue
1792,5220,1760.42,2024-05-31,Quality Issue
1793,21945,1420.06,2024-06-05,Payment Issue
1794,19432,667.16,2024-03-04,Delay
1795,3059,381.86,2024-01-27,Quality Issue
1796,14113,391.55,2024-06-27,Delay
1797,13942,527.13,2024-02-09,Delay
1798,17838,908.22,2024-05-18,Quality Issue
1799,7440,1370.11,2024-03-14,Payment Issue
1800,11252,372.04,2024-04-19,Payment Issue
1801,14460,2399.7,2024-04-21,Quality Issue
1802,1809,1443.0,2024-01-09,Payment Issue
1803,20946,1411.99,2024-03-31,Payment Issue
1804,11135,210.83,2024-03-06,Delay
1805,18786,1015.56,2024-03-29,Quality Issue
1806,24750,1190.38,2024-05-27,Quality Issue
1807,23183,1300.84,2024-06-06,Quality Issue
1808,17894,636.75,2024-02-28,Delay
1809,8920,225.68,2024-05-11,Payment Issue
1810,4283,1734.89,2024-06-07,Delay
1811,4376,1301.34,2024-04-11,Payment Issue
1812,15885,314.42,2024-02-28,Quality Issue
1813,7901,1019.68,2024-01-16,Payment Issue
1814,21124,2230.31,2024-06-28,Delay
